0.99;0.0070000000000000045;0.991;0.008000000000000004
0.98;0.01100000000000001;0.994;0.008000000000000004
0.971;0.019000000000000013;0.994;0.0070000000000000045
0.961;0.02200000000000002;0.991;0.0050000000000000044
0.952;0.02800000000000002;0.993;0.0060000000000000045
0.941;0.03300000000000003;0.992;0.008000000000000004
0.9299999999999999;0.03500000000000003;0.99;0.0070000000000000045
0.9199999999999999;0.04400000000000004;0.994;0.0060000000000000045
0.911;0.045999999999999985;0.994;0.0060000000000000045
0.902;0.04999999999999999;0.99;0.0070000000000000045
0.894;0.057999999999999996;0.993;0.0050000000000000044
0.884;0.061;0.994;0.0050000000000000044
0.874;0.068;0.993;0.0070000000000000045
0.864;0.07400000000000001;0.992;0.008000000000000004
0.853;0.07900000000000001;0.993;0.008000000000000004
0.841;0.08000000000000002;0.991;0.0060000000000000045
0.833;0.08800000000000002;0.994;0.0050000000000000044
0.823;0.09000000000000002;0.991;0.0070000000000000045
0.811;0.09799999999999998;0.994;0.0050000000000000044
0.801;0.09999999999999998;0.992;0.0060000000000000045
0.791;0.10899999999999999;0.991;0.0050000000000000044
0.78;0.10999999999999999;0.992;0.0060000000000000045
0.773;0.11699999999999999;0.993;0.0060000000000000045
0.763;0.122;0.99;0.0050000000000000044
0.754;0.125;0.99;0.009000000000000005
0.743;0.133;0.99;0.008000000000000004
0.731;0.136;0.992;0.009000000000000005
0.723;0.14400000000000002;0.991;0.0070000000000000045
0.712;0.14500000000000002;0.993;0.009000000000000005
0.704;0.15200000000000002;0.992;0.0070000000000000045
0.694;0.15600000000000003;0.99;0.009000000000000005
0.6839999999999999;0.16200000000000003;0.994;0.0070000000000000045
0.6729999999999999;0.16600000000000004;0.992;0.0060000000000000045
0.6619999999999999;0.17100000000000004;0.99;0.0070000000000000045
0.6499999999999999;0.17500000000000004;0.993;0.008000000000000004
0.6419999999999999;0.18000000000000005;0.99;0.0070000000000000045
0.631;0.189;0.994;0.008000000000000004
0.62;0.194;0.993;0.0050000000000000044
0.614;0.198;0.994;0.009000000000000005
0.603;0.2;0.99;0.0070000000000000045
0.594;0.20800000000000002;0.993;0.0050000000000000044
0.584;0.21100000000000002;0.991;0.009000000000000005
0.5700000000000001;0.21499999999999997;0.994;0.0070000000000000045
0.562;0.21999999999999997;0.994;0.0070000000000000045
0.552;0.22799999999999998;0.99;0.0060000000000000045
0.542;0.23299999999999998;0.99;0.009000000000000005
